Instrument,Company Name,Sector,Clusters,Valuation Score,Fundamental Score,Momentum Score,Short Term Score,Long Term Score
EVOP.OQ,EVO PAYMENTS INC,Information Technology,3,36.95,55.93,37.07,39.879999999999995,43.62
PEGA.OQ,PEGASYSTEMS INC,Information Technology,2,35.46,41.71,67.55,58.86,45.67
VERI.OQ,VERITONE INC,Information Technology,3,29.17,62.580000000000005,52.080000000000005,50.22,46.589999999999996
ADBE.OQ,ADOBE INC,Information Technology,4,43.269999999999996,65.7,58.06,56.989999999999995,54.82
KVHI.OQ,KVH INDS,Information Technology,2,31.75,62.580000000000005,56.36,53.6,48.69
NSIT.OQ,INSIGHT ENTER,Information Technology,3,43.39,49.27,44.06,44.74,45.62
EGOV.OQ,NIC INC,Information Technology,4,43.28,62.580000000000005,71.5,65.93,57.089999999999996
GDDY.N,GODADDY INC,Information Technology,3,38.72,62.580000000000005,53.59,52.71,50.79
LASR.OQ,NLIGHT INC,Information Technology,4,34.86,62.580000000000005,64.68,59.9,52.019999999999996
SQ.N,SQUARE INC,Information Technology,4,38.07,67.65,53.0,52.959999999999994,52.15
INTU.OQ,INTUIT INC,Information Technology,1,43.71,72.97,59.62,59.24,57.93000000000001
KEYS.N,KEYSIGHT TCH INC,Information Technology,4,46.129999999999995,72.13000000000001,60.089999999999996,59.8,58.720000000000006
DELL.N,DELL TECHNLGS C,Information Technology,1,53.15,55.63,62.39,59.99,56.330000000000005
LITE.OQ,LUMENTUM HOLDNGS,Information Technology,4,52.949999999999996,76.44,43.16,49.62,58.730000000000004
IT.N,GARTNER,Information Technology,3,45.21,53.12,48.010000000000005,48.36,48.68
ZS.OQ,ZSCALER INC,Information Technology,2,36.47,43.05,54.010000000000005,49.730000000000004,43.16
SCSC.OQ,SCANSOURCE,Information Technology,3,51.81,62.580000000000005,27.11,36.14,49.4
TENB.OQ,TENABLE HOLDINGS,Information Technology,4,35.67,68.2,69.23,64.03999999999999,55.45
EPAY.OQ,BOTTOMLINE TECH,Information Technology,3,40.89,62.580000000000005,33.17,38.74,46.550000000000004
KN.N,KNOWLES CORP,Information Technology,3,51.43,57.85,37.830000000000005,42.88,50.28
ZIXI.OQ,ZIX CORP,Information Technology,4,40.75,62.580000000000005,58.10999999999999,56.18,52.73
TYL.N,TYLER TECHNOL,Information Technology,4,41.510000000000005,62.580000000000005,62.79,59.57,54.2
DCT.OQ,DCK CRK TCHN ORD,Information Technology,2,42.94,45.21,63.14999999999999,57.43000000000001,48.79
QTWO.N,Q2 HOLDINGS INC,Information Technology,2,35.42,50.28,65.69,58.84,48.19
CTXS.OQ,CITRIX SYSTEMS,Information Technology,3,47.14,54.81,55.54,54.169999999999995,51.93
HPQ.N,HP INC,Information Technology,1,64.03999999999999,56.32,54.21,56.00000000000001,58.879999999999995
AEIS.OQ,ADV ENER INDS,Information Technology,1,52.53,47.11,50.89,50.57000000000001,50.22
DT.N,DYNATRACE INC,Information Technology,2,39.78,51.339999999999996,79.33,69.19999999999999,53.71
BAH.N,BOOZ ALLEN HMLTN,Information Technology,5,52.81,65.25,49.0,52.01,56.21000000000001
MSP.N,DATO HLD CRP ORD,Information Technology,3,43.79,55.94,36.63,40.6,46.25
SPSC.OQ,SPS COMMERCE,Information Technology,4,41.94,65.22,78.99000000000001,71.37,59.35
TWLO.N,TWILIO INC,Information Technology,2,36.61,51.32,53.25,50.470000000000006,45.92
PLUS.OQ,EPLUS INC,Information Technology,3,61.71,62.580000000000005,41.199999999999996,47.48,56.88999999999999
DGII.OQ,DIGI INTL INC,Information Technology,4,49.21,66.33,51.2,53.169999999999995,55.7
SSTI.OQ,SHOTSPOTTER ORD,Information Technology,4,39.900000000000006,62.580000000000005,74.65,67.62,56.53
KBR.N,KBR INC,Information Technology,3,53.410000000000004,60.39,39.73,44.879999999999995,52.43
EBIX.OQ,EBIX INC,Information Technology,1,56.10000000000001,53.22,50.17,51.519999999999996,53.61
MSFT.OQ,MICROSOFT CP,Information Technology,4,46.81,82.80999999999999,61.68,62.62,63.129999999999995
SMAR.N,SMARTSHEET INC,Information Technology,2,34.77,43.919999999999995,72.13000000000001,62.3,47.31
JKHY.OQ,JACK HENRY ASO,Information Technology,5,48.209999999999994,65.71000000000001,43.13,47.28,53.06999999999999
TXN.OQ,TEXAS INSTRUMENT,Information Technology,3,47.760000000000005,53.22,55.78999999999999,54.2,51.68000000000001
ANSS.OQ,ANSYS INC,Information Technology,1,41.870000000000005,45.540000000000006,56.47,52.64,46.81
BOX.N,BOX INC,Information Technology,3,33.87,62.580000000000005,43.51,44.92,46.33
RXT.OQ,RACKSPC TECH ORD,Information Technology,4,40.839999999999996,65.22,61.95,59.28,54.65
GSKY.OQ,GREENSKY INC,Information Technology,3,43.3,62.580000000000005,21.36,30.830000000000002,44.56
AOSL.OQ,ALPHA AND OMEGA,Information Technology,4,49.07,62.580000000000005,73.56,68.24,59.919999999999995
WU.N,WESTERN UNION,Information Technology,1,61.21,51.11,36.82,42.620000000000005,51.580000000000005
VMW.N,VMWARE INC,Information Technology,1,46.52,57.18,40.19,43.69,48.67
ZM.OQ,ZOOM VIDEO COM A,Information Technology,2,38.35,62.580000000000005,53.99,52.93,50.739999999999995
CACI.N,CACI INTL,Information Technology,3,60.8,52.21,37.330000000000005,43.08,51.93
CLFD.OQ,CLEARFIELD INC,Information Technology,4,46.129999999999995,62.580000000000005,53.73,53.92,53.790000000000006
AGYS.OQ,AGILYSYS INC,Information Technology,4,37.19,68.43,74.6,68.06,57.48
DAKT.OQ,DAKTRONICS INC,Information Technology,3,55.120000000000005,62.580000000000005,39.7,45.440000000000005,53.879999999999995
DLB.N,DOLBY LABS,Information Technology,4,50.68,64.62,55.230000000000004,55.96,56.69
JAMF.OQ,JAMF HLD CRP ORD,Information Technology,3,38.269999999999996,36.3,44.09,42.05,39.03
MU.OQ,MICRON TECH,Information Technology,4,55.879999999999995,82.73,59.28,62.28,66.13
PRGS.OQ,PROGRESS SOFT,Information Technology,3,53.400000000000006,62.580000000000005,39.89,45.32,53.239999999999995
LSCC.OQ,LATTICE SEMIC,Information Technology,4,40.48,63.480000000000004,91.61,79.72,61.309999999999995
FEYE.OQ,FIREEYE INC,Information Technology,2,33.0,39.269999999999996,51.190000000000005,46.68,39.739999999999995
AMKR.OQ,AMKOR TECH INC,Information Technology,1,73.33,63.0,52.580000000000005,57.26,64.53
KALV.OQ,KALVISTA PHARMA,Health Care,2,20.46,47.22,74.8,62.51,43.41
DRNA.OQ,DICERNA PHARMA,Health Care,2,17.45,47.22,46.86,42.5,35.22
ACCD.OQ,ACCOLADE INC ORD,Health Care,2,33.12,35.27,66.53999999999999,56.84,42.230000000000004
IRTC.OQ,IRHYTHM TECH,Health Care,4,35.05,47.22,56.169999999999995,51.66,44.59
IIN.OQ,INTRICON,Health Care,3,41.44,47.22,48.08,46.96,45.12
ORIC.OQ,ORIC PHRMCTL ORD,Health Care,2,27.37,47.22,53.04,48.32,40.73
CVET.OQ,COVETRUS INC,Health Care,2,38.129999999999995,47.48,52.349999999999994,49.480000000000004,44.96
SILK.OQ,SILK ROAD MEDCL,Health Care,2,32.98,47.22,53.55,49.51,43.1
INOV.OQ,INVLN HLDS CL A,Health Care,1,43.7,61.31999999999999,60.919999999999995,58.4,54.169999999999995
CDNA.OQ,CAREDX INC,Health Care,2,36.39,47.22,51.49,48.59,43.96
EAR.OQ,EARGO INC ORD,Health Care,2,32.129999999999995,47.22,79.5,67.55,49.25
MODV.OQ,MODVCARE INC ORD,Health Care,2,48.5,47.22,54.03,52.18000000000001,49.43
ALGN.OQ,ALIGN TECH INC,Health Care,2,42.93,47.22,82.45,71.24000000000001,54.31
PLRX.OQ,PLIANT THRPC ORD,Health Care,2,37.99,47.22,56.830000000000005,52.559999999999995,45.93
PODD.OQ,INSULET CORP,Health Care,4,38.43,61.67,66.64999999999999,61.67,53.620000000000005
CDXC.OQ,CHROMADEX CORP,Health Care,2,22.25,47.22,51.06,46.160000000000004,38.190000000000005
PASG.OQ,PSSG BIO INC ORD,Health Care,2,14.879999999999999,47.22,35.9,34.449999999999996,31.45
NARI.OQ,INARI MEDICL ORD,Health Care,2,37.95,47.74,52.66,49.72,45.050000000000004
PINC.OQ,PREMIER INC,Health Care,1,65.10000000000001,61.809999999999995,46.2,51.38,59.230000000000004
CERS.OQ,CERUS CORP,Health Care,2,25.180000000000003,47.22,66.92,57.699999999999996,43.33
ATRS.OQ,ANTARES PHARMA,Health Care,2,36.07,47.22,44.18,43.419999999999995,42.0
IMVT.OQ,IMMUNOVANT INC,Health Care,2,27.74,47.22,55.81,50.31,41.57
OMI.N,OWENS & MINOR,Health Care,3,51.94,57.089999999999996,51.49,52.400000000000006,53.63
PHAT.OQ,PHATHOM PHRMCTLS,Health Care,2,15.290000000000001,47.22,52.73,46.29,35.82
MASI.OQ,MASIMO CORP,Health Care,4,42.76,60.45,67.16,62.49,55.05
ABT.N,ABBOTT LABS,Health Care,2,45.25,55.059999999999995,58.74,56.169999999999995,52.059999999999995
AMPH.OQ,AMPHASTAR PHARMA,Health Care,3,45.79,47.22,40.25,42.13,44.91
EDIT.OQ,EDITAS MEDICINE,Health Care,2,30.75,47.22,72.67,62.56,46.989999999999995
ARA.N^A21,,Health Care,2,28.389999999999997,47.22,47.9,44.87,39.86
RVMD.OQ,REVLTN MDCNS ORD,Health Care,2,31.19,47.22,72.71,62.660000000000004,47.18
PRAX.OQ,PRAXIS PRCSN ORD,Health Care,2,32.35,47.22,78.42,66.83,49.07
LGND.OQ,LIGAND PHARMA,Health Care,2,41.33,47.22,81.32000000000001,70.19999999999999,53.39
ENSG.OQ,THE ENSIGN GROUP,Health Care,4,51.580000000000005,53.669999999999995,74.25,67.75999999999999,57.98
INSP.N,INSPRE MED SYSTM,Health Care,2,35.089999999999996,47.22,53.99,50.13999999999999,44.06
HSIC.OQ,HENRY SCHEIN,Health Care,1,55.34,45.45,42.699999999999996,45.01,48.72
STOK.OQ,STOKE THERPT INC,Health Care,2,32.49,47.22,82.5,69.69999999999999,50.14999999999999
AVTR.N,AVANTOR INC,Health Care,4,45.839999999999996,57.65,68.46,63.44,55.63
RLMD.OQ,RELMADA THRPTCS,Health Care,3,34.28,47.22,35.730000000000004,37.24,39.17
BIIB.OQ,BIOGEN INC,Health Care,1,67.4,66.95,41.17,48.97,60.68
BLI.OQ,BERKLY LGHTS ORD,Health Care,2,32.31,47.22,54.17999999999999,49.85,43.0
ICAD.OQ,ICAD INC,Health Care,2,28.810000000000002,47.22,80.62,67.83,48.199999999999996
NTLA.OQ,INTELLIA THRPTCS,Health Care,2,30.009999999999998,47.22,51.49,47.63,41.4
SGRY.OQ,SURGE PARTN INC,Health Care,3,39.78,47.22,70.32000000000001,62.27,50.019999999999996
REPL.OQ,REPLMUNE GRP INC,Health Care,2,25.369999999999997,47.22,61.07,53.64,41.94
VCEL.OQ,VERICEL CORP ORD,Health Care,2,37.95,47.22,81.52000000000001,69.84,52.09
AXDX.OQ,ACCELERATE DIAGN,Health Care,2,13.23,47.22,18.42,21.959999999999997,26.419999999999998
SAVA.OQ,CASSAV SCNCS INC,Health Care,2,36.68,47.22,51.49,48.63,44.07
TCMD.OQ,TACTILE SYSTEMS,Health Care,1,38.35,34.94,32.86,33.989999999999995,35.78
SYK.N,STRYKER,Health Care,1,46.54,63.79,47.53,49.82,52.83
CODX.OQ,CO DIAGNOSTICS,Health Care,3,50.79,47.22,51.339999999999996,50.63999999999999,49.68
VCYT.OQ,VERACYTE INC,Health Care,2,36.11,47.22,51.49,48.54,43.84
AXGN.OQ,AXOGEN INC,Health Care,2,30.740000000000002,47.22,50.71,47.19,41.5
FATE.OQ,FATE THERAPEUTIC,Health Care,2,33.98,47.22,51.49,48.22,42.99
VXRT.OQ,VAXART INC,Health Care,2,31.47,47.22,50.91,47.44,41.839999999999996
FLDM.OQ,FLUIDIGM CORP,Health Care,2,16.48,48.76,73.97,61.57,42.15
RIGL.OQ,RIGEL PHARMA,Health Care,2,28.43,47.22,78.85,66.53999999999999,47.61
BLFS.OQ,BIOLIFE SOLUTION,Health Care,2,37.4,36.559999999999995,53.28000000000001,48.39,41.07
CSTL.OQ,CASTL BIOSCI INC,Health Care,2,37.61,47.22,51.49,48.77,44.440000000000005
ENDP.OQ,ENDO INTERNATION,Health Care,4,47.69,62.09,68.19,64.2,57.85
ARAY.OQ,ACCURAY INCORP,Health Care,2,48.52,47.22,68.46,62.28,53.05
HSKA.OQ,HESKA CORP,Health Care,2,37.69,40.699999999999996,77.11,65.74,48.6
PACB.OQ,PAC BIOSCN OF CL,Health Care,2,36.04,47.22,51.49,48.53,43.81
TGTX.OQ,TG THERAPEUTICS,Health Care,2,28.58,47.22,51.49,47.410000000000004,40.83
EGRX.OQ,EAGLE PHARMACTLS,Health Care,3,48.79,47.22,37.76,40.83,45.48
PAHC.OQ,PHIBRO ANIMAL HT,Health Care,3,55.82,55.08,41.660000000000004,45.800000000000004,52.019999999999996
ATRC.OQ,ATRICURE,Health Care,2,34.510000000000005,37.44,73.47,62.22,45.269999999999996
PPD.OQ,PPD INC ORD,Health Care,4,41.620000000000005,75.48,49.9,52.49,55.54
ISRG.OQ,INTUITIVE SURG,Health Care,1,41.81,73.0,53.32,54.54,55.60000000000001
TYME.OQ,TYME TECHNLG ORD,Health Care,2,23.990000000000002,47.22,76.39,64.14999999999999,45.22
PMVP.OQ,PMV PHRMCTCL ORD,Health Care,3,32.74,47.22,41.53,41.07,40.0
LNTH.OQ,LANTHEUS HOL ORD,Health Care,3,42.53,47.23,40.660000000000004,41.93,43.71
STRO.OQ,SUTRO BIOPHRM IN,Health Care,2,27.76,47.22,84.14,70.14,48.66
ZTS.N,ZOETIS INC,Health Care,3,44.91,43.54,51.13999999999999,49.059999999999995,45.989999999999995
LMAT.OQ,LEMAITRE VASCULR,Health Care,2,45.29,47.22,54.85,52.27,48.35
KYMR.OQ,KYMRA THRPTC ORD,Health Care,2,32.26,63.51,82.44,72.08,55.74
SEM.N,SELCT MEDCL HLDG,Health Care,3,57.74,58.269999999999996,42.77,47.339999999999996,54.17999999999999
MRTX.OQ,MIRATI THERAPEUT,Health Care,2,29.12,47.22,66.17,57.769999999999996,44.71
DVA.N,DAVITA INC,Health Care,1,61.06,56.03,56.56,57.15,58.18
NVTA.N,INVITAE CORP,Health Care,2,26.889999999999997,47.22,58.269999999999996,51.9,41.85
ZNTL.OQ,ZNTLS PHRMCT ORD,Health Care,2,32.54,47.22,69.3,60.47,46.87
VMD.OQ,VIEMED HEALTHCRE,Health Care,1,55.769999999999996,47.22,73.36,66.8,57.17
EBS.N,EMERGENT BIOSOL,Health Care,1,50.12,47.22,82.19,72.13000000000001,57.120000000000005
CRY.N,CRYOLIFE,Health Care,3,41.160000000000004,47.22,31.96,35.63,40.98
CCXI.OQ,CHEMOCENTRYX INC,Health Care,2,34.94,47.22,57.25,52.400000000000006,44.81
QGEN.N,QIAGEN N V,Health Care,4,49.830000000000005,48.949999999999996,63.959999999999994,59.589999999999996,53.05
FLGT.OQ,FULGENT GENETICS,Health Care,2,41.27,47.22,51.49,49.32,45.910000000000004
KPTI.OQ,KARYOPHARM THERP,Health Care,3,33.4,47.22,37.71,38.49,39.31
OPCH.OQ,OPTN CRE HTH ORD,Health Care,3,43.6,52.669999999999995,48.809999999999995,48.61,48.08
MRNA.OQ,MODERNA INC,Health Care,2,35.31,47.22,51.49,48.42,43.519999999999996
AMN.N,AMN HEALTHCARE,Health Care,1,50.0,64.24,53.38,54.50000000000001,55.83
PCRX.OQ,PACIRA BIOSCNCS,Health Care,4,44.4,47.22,65.41,59.53000000000001,50.63999999999999
CRVL.OQ,CORVEL,Health Care,3,46.63,47.22,51.05,49.81,47.94
NK.OQ,NANTKWEST INC,Health Care,2,31.06,47.22,51.49,47.79,41.82
TMO.N,THERMO FISHER SC,Health Care,1,49.64,49.11,61.47,57.85,52.410000000000004
OM.OQ,OUTSET MEDCL ORD,Health Care,2,25.490000000000002,47.22,36.1,36.17,35.75
ALKS.OQ,ALKERMES PLC,Health Care,3,33.4,56.93,46.52,46.12,44.92
CI.N,CIGNA CORP,Health Care,2,33.4,41.64,40.92,39.900000000000006,38.17
OSH.N,OAK STR HLTH ORD,Health Care,2,34.54,47.22,56.830000000000005,52.05,44.55
STTK.OQ,SHATTUCK LBS ORD,Health Care,2,32.22,47.22,51.49,47.96,42.29
PSNL.OQ,PERSONALIS INC,Health Care,2,32.41,47.22,53.65,49.5,42.9
SRNE.OQ,SORRENTO THERAPE,Health Care,2,22.8,47.22,49.26,44.98,37.96
VRCA.OQ,VERRICA PHRMCTCL,Health Care,2,13.139999999999999,47.22,34.48,33.19,30.4
AVNS.N,AVANOS MDCL INC,Health Care,1,46.28,38.91,62.82,56.75,47.83
CVS.N,CVS HEALTH CRPTN,Health Care,1,70.11,39.14,43.33,46.72,52.580000000000005
MEDP.OQ,MEDPACE HOLDINGS,Health Care,4,45.190000000000005,73.52,72.66,68.67,61.980000000000004
LMNX.OQ,LUMINEX CORP,Health Care,3,36.41,55.589999999999996,51.09,49.559999999999995,46.79
IOVA.OQ,IOVANCE BTHRPTCS,Health Care,2,27.85,47.22,75.92,64.4,46.650000000000006
BEAT.OQ^B21,,Health Care,2,44.86,47.22,61.83,57.089999999999996,49.919999999999995
PBYI.OQ,PUMA BIOTECHNLGY,Health Care,2,20.669999999999998,40.54,54.33,47.22,36.04
SRDX.OQ,SURMODICS INC,Health Care,2,39.98,47.22,51.2,48.92,45.32
ATEC.OQ,ALPHATEC HLDGS,Health Care,2,28.23,47.22,75.33999999999999,64.05,46.650000000000006
LNSR.OQ,LENSAR INC ORD,Health Care,3,28.299999999999997,47.22,34.63,35.57,36.5
NEOG.OQ,NEOGEN CORP,Health Care,1,43.37,64.84,56.940000000000005,56.089999999999996,54.279999999999994
ARCT.OQ,ARCTURS HOLD INC,Health Care,2,30.61,47.22,50.870000000000005,47.28,41.49
AMGN.OQ,AMGEN,Health Care,1,54.15,38.4,43.9,44.62,46.08
BRKR.OQ,BRUKER CORP,Health Care,1,45.540000000000006,58.37,44.42,46.68,49.75
DHR.N,DANAHER,Health Care,4,46.26,68.60000000000001,64.17,62.150000000000006,58.550000000000004
VKTX.OQ,VIKING THERPTCS,Health Care,2,19.66,47.22,39.12,37.419999999999995,34.17
TCRR.OQ,TCR2 THERAPEUTCS,Health Care,2,20.549999999999997,47.22,76.08,63.42,43.76
BBIO.OQ,BRDGBO PHRMA INC,Health Care,2,24.98,47.22,81.39999999999999,67.81,46.86
XRAY.OQ,DENTSPLY SIRONA,Health Care,1,45.81,44.07,42.22,43.04,44.3
PRGO.N,PERRIGO CMPN PLC,Health Care,3,60.41,51.849999999999994,31.900000000000002,39.17,50.29
ABMD.OQ,ABIOMED INC,Health Care,4,42.16,56.89999999999999,72.65,65.71000000000001,54.94
ONEM.OQ,1LIFE HLTHCR ORD,Health Care,2,34.74,47.22,53.86,49.99,43.89
JNJ.N,JOHNSON JOHNSON,Health Care,1,50.68,35.52,46.82,45.7,44.41
KROS.OQ,KEROS THRPTC ORD,Health Care,2,31.019999999999996,47.22,53.449999999999996,49.15,42.3
ZYXI.OQ,ZYNEX INC,Health Care,4,42.34,47.22,57.709999999999994,53.83,47.89
LH.N,LAB CRP OF AMER,Health Care,3,33.4,56.15,53.09,50.6,46.29
BPMC.OQ,BLUEPRINT MEDCNS,Health Care,3,55.21,47.22,55.559999999999995,54.25,52.5
NVAX.OQ,NOVAVAX INC,Health Care,2,33.67,44.230000000000004,52.52,48.449999999999996,42.08
PHR.N,PHREESIA INC,Health Care,2,36.26,47.22,51.49,48.57,43.9
IRWD.OQ,IRONWOD PHRMA A,Health Care,3,56.49999999999999,47.22,28.23,35.32,46.18
KRON.OQ,KRNS BIO INC ORD,Health Care,3,32.78,47.22,42.91,42.03,40.37
VIE.OQ,VIELA BIO INC,Health Care,2,25.8,47.22,76.82,64.73,46.050000000000004
PFE.N,PFIZER INC,Health Care,1,54.04,32.32,39.51,40.61,42.809999999999995
AMED.OQ,AMEDISYS INC,Health Care,4,42.69,79.27,72.50999999999999,69.05,62.949999999999996
EHC.N,ENCMPS HLTH CRP,Health Care,1,34.18,39.379999999999995,45.62,42.970000000000006,38.86
STAA.OQ,STAAR SURG NEW,Health Care,3,38.05,57.269999999999996,51.49,50.339999999999996,48.14
ENTA.OQ,ENANTA PHARMACEU,Health Care,2,21.5,47.22,42.03,39.72,35.63
NVRO.N,NEVRO CORP,Health Care,2,34.63,47.22,59.809999999999995,54.15,45.33
XNCR.OQ,XENCOR INC,Health Care,2,30.85,47.22,64.07000000000001,56.56,44.879999999999995
ATNX.OQ,ATHENEX INC ORD,Health Care,2,16.81,47.22,37.87,36.11,32.72
ABBV.N,ABBVIE,Health Care,1,33.4,34.5,49.04,44.51,37.7
NRIX.OQ,NURIX THRPTC ORD,Health Care,2,26.640000000000004,47.22,80.97,67.75999999999999,47.42
LIVN.OQ,LIVANOVA PLC,Health Care,3,37.37,55.86,40.56,42.370000000000005,44.64
MYGN.OQ,MYRIAD GENETICS,Health Care,2,23.75,43.29,40.489999999999995,38.4,34.77
VREX.OQ,VAREX IMGNG CORP,Health Care,3,36.6,51.32,32.440000000000005,35.89,40.71
RNA.OQ,AVDTY BIOSCN ORD,Health Care,2,25.88,47.22,33.35,34.31,35.22
OMER.OQ,OMEROS CORP,Health Care,2,16.38,47.22,59.699999999999996,51.33,38.0
PRLD.OQ,PRLD THRPTCS ORD,Health Care,2,32.18,47.22,51.49,47.949999999999996,42.27
PKI.N,PERKINELMER,Health Care,4,54.230000000000004,70.21,59.96,60.64000000000001,61.260000000000005
PGEN.OQ,PRECIGEN INC ORD,Health Care,2,21.240000000000002,47.22,57.47,50.5,39.39
YMAB.OQ,Y-MABS THERAPTCS,Health Care,2,21.39,47.22,57.830000000000005,50.77,39.54
NSTG.OQ,NANOSTRG TECHNS,Health Care,2,31.540000000000003,47.22,51.49,47.86,42.02
PRTA.OQ,PROTHENA CORPORA,Health Care,3,33.4,47.22,36.35,37.53,38.97
AFMD.OQ,AFFIMED NV,Health Care,2,18.58,47.22,74.6,62.09,42.61
BDSI.OQ,BIODELIVERY SCI,Health Care,5,55.010000000000005,63.31,30.769999999999996,39.28,51.849999999999994
MRK.N,MERCK & CO,Health Care,3,55.69,44.3,34.62,39.23,46.44
MRKR.OQ,MARKER THERAPUTC,Health Care,2,33.51,47.22,47.4,45.29,41.78
MORF.OQ,MORPHIC HOLD INC,Health Care,2,27.779999999999998,47.22,89.08,73.61,49.91
OMCL.OQ,OMNICELL INC,Health Care,4,42.04,53.669999999999995,65.64999999999999,60.309999999999995,52.01
VAR.N,VARIAN MEDICAL,Health Care,3,45.550000000000004,41.03,48.52,46.949999999999996,44.71
AMWL.N,AMERICAN WELL A,Health Care,2,31.759999999999998,42.01,73.89,62.79,45.879999999999995
BEAM.OQ,BEAM THRPTCS ORD,Health Care,2,32.519999999999996,47.22,51.49,48.0,42.41
STE.N,STERIS PLC,Health Care,3,49.0,53.620000000000005,52.17,51.910000000000004,51.41
KOD.OQ,KODIK SCIENC INC,Health Care,2,34.38,47.22,78.77,67.38,49.97
HZNP.OQ,HRZN THRPTC PBLC,Health Care,4,46.7,64.61,82.69,74.58,61.970000000000006
PTGX.OQ,PROTAGONIST TPTS,Health Care,2,20.06,47.22,51.559999999999995,46.18,37.44
ALXO.OQ,ALX ONCOLOGY ORD,Health Care,2,34.300000000000004,47.22,54.010000000000005,50.029999999999994,43.75
ARWR.OQ,ARROWHEAD PRMTCL,Health Care,4,34.81,47.22,58.51,53.26,45.08
INO.OQ,INOVIO PHARMACEU,Health Care,2,22.57,47.22,49.64,45.21,37.96
RARE.OQ,ULTRAGENYX PHARM,Health Care,2,30.620000000000005,47.22,53.31,48.99,42.1
CHE.N,CHEMED,Health Care,3,49.0,44.49,49.9,48.949999999999996,47.64
RYTM.OQ,RHYTHM PHRMCTCLS,Health Care,2,15.310000000000002,47.22,56.620000000000005,49.01,36.8
PEN.N,PENUMBRA INC,Health Care,4,37.63,51.66,72.34,64.03,51.22
SYNH.OQ,SYNEOS HEALT ORD,Health Care,3,50.41,51.33,45.190000000000005,46.89,49.43
ACHC.OQ,ACADIA HEALTHCRE,Health Care,1,55.26,46.5,60.699999999999996,57.75,53.55
CSII.OQ,CARDIOVSCULR SYS,Health Care,2,36.59,47.22,39.35,40.12,41.0
AHCO.OQ,ADAPTHEALTH CL A,Health Care,4,39.48,60.650000000000006,61.29,57.92,52.339999999999996
CMD.N,CANTEL MEDICAL,Health Care,3,46.79,48.07,41.25,43.1,45.85
RLAY.OQ,RELAY THRPTC ORD,Health Care,2,29.720000000000002,47.22,53.620000000000005,49.07,41.82
SRPT.OQ,SAREPTA THERAPEU,Health Care,2,15.0,47.22,23.75,25.96,28.46
ILMN.OQ,ILLUMINA INC,Health Care,1,41.11,61.57,56.19,54.730000000000004,52.04
AXSM.OQ,AXME THERAPUTICS,Health Care,2,28.82,47.22,15.7,22.400000000000002,31.979999999999997
CTSO.OQ,CYTOBENTS CORP,Health Care,2,30.2,47.22,51.81,47.88,41.56
GH.OQ,GUARDNT HLTH INC,Health Care,2,34.98,49.17,86.07000000000001,72.87,52.72
ALXN.OQ,ALEXION PHARM,Health Care,1,57.38999999999999,55.75,56.64,56.620000000000005,56.63
PBH.N,PRESTIGE CONSUME,Health Care,1,64.07000000000001,35.61,45.48,46.79,49.46
ACAD.OQ,ACADIA PHARMA,Health Care,2,29.25,47.22,46.129999999999995,43.76,39.76
PTCT.OQ,PTC THERAPEUTICS,Health Care,2,14.56,47.22,51.6,45.39,35.25
GKOS.N,GLAUKOS CORPRTN,Health Care,2,32.34,39.4,60.519999999999996,53.12,41.86
VNDA.OQ,VANDA PHARMA,Health Care,1,56.220000000000006,47.22,45.269999999999996,47.199999999999996,50.33
VRTX.OQ,VERTEX PHARM,Health Care,4,53.38,80.58,40.9,48.72,59.78
VCRA.N,VOCERA COMMS,Health Care,2,37.330000000000005,47.22,88.22,74.44,53.510000000000005
BMRN.OQ,BIOMARIN PHARM,Health Care,3,44.05,43.230000000000004,42.620000000000005,42.93,43.41
CRTX.OQ,CORTEXYME INC,Health Care,2,24.92,47.22,40.12,38.9,36.52
PRAH.OQ,PRA HEALTH SCIEN,Health Care,5,47.94,59.830000000000005,42.88,46.18,50.83
ANNX.OQ,ANNEXON INC ORD,Health Care,2,21.2,47.22,65.66,56.220000000000006,41.42
CYTK.OQ,CYTOKINETICS INC,Health Care,2,21.17,47.22,76.42999999999999,63.75999999999999,44.1
JYNT.OQ,THE JOINT CORP,Health Care,4,39.93,67.12,88.29,77.86,61.53999999999999
MLAB.OQ,MESA LAB,Health Care,3,41.04,45.82,50.739999999999995,48.55,45.14
MSON.OQ,MISONIX INC,Health Care,2,37.05,47.22,36.54,38.22,40.48
ALNY.OQ,ALNYLAM PHARM,Health Care,2,33.4,25.15,52.400000000000006,45.46,35.260000000000005
UHS.N,UNIV HEALTH SVC,Health Care,1,68.55,44.25,35.32,41.64,51.739999999999995
NEO.OQ,NEOGENOMICS INC,Health Care,2,38.080000000000005,51.07000000000001,79.57,69.07,53.0
BDX.N,BECTON DICKINSN,Health Care,3,50.81,65.86999999999999,40.65,45.95,53.54
FMTX.OQ,FORMA THRPTC ORD,Health Care,2,19.02,47.22,42.33,39.57,34.72
ZIOP.OQ,ZIOPHARM,Health Care,2,20.919999999999998,47.22,42.699999999999996,40.11,35.57
CYRX.OQ,CRYOPORT INC,Health Care,2,36.1,36.120000000000005,51.49,46.88,39.96
TVTX.OQ,TRVR THRPTCS ORD,Health Care,2,25.130000000000003,47.22,81.36,67.81,46.92
NKTX.OQ,NKARTA INC ORD,Health Care,2,29.29,47.22,49.29,45.98,40.57
