Instrument,Company Name,Sector,Clusters,Valuation Score,Fundamental Score,Momentum Score,Short Term Score,Long Term Score
URI.N,UNITED RENTAL,Industrials,1,59.260000000000005,46.050000000000004,57.84,56.28999999999999,54.279999999999994
MTRX.OQ,MATRIX SERVICE,Industrials,3,44.3,47.89,21.75,29.060000000000002,39.92
VEC.N,VECTRUS INC,Industrials,1,70.7,47.89,36.82,43.56,54.25
HEES.OQ,H&E EQUIP SVCS,Industrials,1,61.5,51.470000000000006,29.25,37.419999999999995,49.93
MAN.N,MANPOWER GROUP,Industrials,1,55.53,79.73,31.69,42.47,58.040000000000006
KELYA.OQ,KELLY SVCS A,Industrials,3,61.980000000000004,47.89,38.519999999999996,43.45,51.18000000000001
ROAD.OQ,CONSTRCTN PRTNRS,Industrials,4,51.690000000000005,60.42999999999999,67.54,64.1,58.709999999999994
NSC.N,NORFOLK SOUTHERN,Industrials,3,51.790000000000006,61.3,48.19,50.7,54.22
GRC.N,THE GRMN RUP COM,Industrials,3,53.22,47.89,39.51,42.82,47.93
PCAR.OQ,PACCAR INC,Industrials,1,54.559999999999995,47.89,51.65,51.519999999999996,51.5
CMPR.OQ,CIMPRESS PLC ORD,Industrials,3,44.4,47.89,28.48,33.78,41.64
SXI.N,STANDEX INTL,Industrials,1,55.61000000000001,44.51,46.379999999999995,47.48,49.419999999999995
USX.N,US XPRSS ENTRPRS,Industrials,1,65.24,52.129999999999995,62.739999999999995,61.519999999999996,60.019999999999996
B.N,BARNES GROUP INC,Industrials,3,55.26,40.339999999999996,32.08,36.79,44.24
CVA.N,COVANTA HOLDING,Industrials,3,46.73,30.84,38.64,38.68,39.15
TDY.N,TELEDYNE TECH,Industrials,3,48.309999999999995,47.89,43.39,44.800000000000004,46.93
ASGN.N,ASGN INCORPORATD,Industrials,3,54.620000000000005,47.89,43.37,45.739999999999995,49.45
J.N,JACOB ENGNRG ORD,Industrials,3,52.05,52.690000000000005,49.76,50.54,51.7
CHRW.OQ,CH ROBINSON WW,Industrials,1,51.82,71.0,50.44,53.73,58.18
MATW.OQ,MATTHEWS INTL A,Industrials,3,48.47,47.89,37.37,40.61,45.49
AZZ.N,AZZ INC,Industrials,5,54.97,63.18,41.0,46.42,54.35
RAVN.OQ,RAVEN INDS,Industrials,3,45.24,47.89,41.58,43.07,45.25
FORR.OQ,FORRESTER RES,Industrials,3,47.69,47.89,41.91,43.669999999999995,46.31
MGRC.OQ,MCGRATH RENT,Industrials,3,59.45,47.89,42.91,46.14,51.27
EMR.N,EMERSON ELECTRIC,Industrials,3,52.59,55.230000000000004,41.43,45.18,50.73
UNP.N,UNION PACIFIC CP,Industrials,3,51.44,61.760000000000005,44.96,48.449999999999996,53.43
JBT.N,JOHN BEAN TEC,Industrials,3,49.72,54.72,41.730000000000004,44.879999999999995,49.47
CMI.N,CUMMINS INC,Industrials,4,53.66,75.4,56.16,58.67,61.89
AYI.N,ACUITY BRANDS,Industrials,1,63.660000000000004,44.17,33.12,39.36,49.2
TNET.N,TRINET GROUP INC,Industrials,1,56.38999999999999,47.89,55.64,54.59,53.23
RXN.N,REXNORD CORP,Industrials,1,53.55,39.83,46.27,46.39,46.93
SKYW.OQ,SKYWEST INC,Industrials,3,46.19,38.769999999999996,20.630000000000003,27.18,37.2
ADT.N,ADT INC,Industrials,3,46.33,47.620000000000005,44.01,44.9,46.2
KFY.N,KORN FERRY,Industrials,1,53.410000000000004,44.34,49.730000000000004,49.480000000000004,49.32
DOV.N,DOVER CORP,Industrials,3,52.04,48.1,40.33,43.25,47.74
RGP.OQ,RESRCS CNCTN ORD,Industrials,1,63.32,47.02,33.21,39.79,50.080000000000005
TKR.N,TIMKEN CO,Industrials,1,59.91,43.830000000000005,47.96,49.13,51.300000000000004
LXFR.N,LUXFER HOLDG PLC,Industrials,3,55.089999999999996,57.730000000000004,43.169999999999995,47.14,53.03
KFRC.OQ,KFORCE INC,Industrials,1,57.38999999999999,47.89,48.27,49.58,51.78
LECO.OQ,LINCOLN ELEC,Industrials,1,49.61,56.989999999999995,48.480000000000004,49.919999999999995,51.910000000000004
PICO.OQ,PICO HLDG,Industrials,3,55.52,47.89,33.739999999999995,39.129999999999995,47.4
CMRE.N,COSTAMARE INC,Industrials,1,63.73,47.89,38.58,43.75,51.9
CAT.N,CATERPILLAR INC,Industrials,1,49.6,71.32,57.379999999999995,58.3,59.150000000000006
UNVR.N,UNIVAR SOLUTIONS,Industrials,3,58.13,36.9,25.95,32.42,42.66
GTLS.N,CHRT INDSTRS ORD,Industrials,4,44.85,63.61,81.53,73.34,60.58
CLGX.N,CORELOGIC,Industrials,4,50.580000000000005,47.89,72.47,65.5,55.11000000000001
PGTI.N,PGT INNOVATIONS,Industrials,1,54.53,46.31,55.92,54.269999999999996,52.0
EBF.N,ENNIS,Industrials,1,66.06,47.89,43.39,47.46,54.03
AWI.N,ARMSTRONG WLD IN,Industrials,1,45.36,48.46,33.269999999999996,37.36,43.419999999999995
NLSN.N,NIELSEN HOLDINGS,Industrials,3,52.129999999999995,57.34,43.059999999999995,46.56,51.690000000000005
TGH.N,TEXTAINR GRP HLD,Industrials,1,66.53999999999999,44.73,76.0,69.89,61.27
ACA.N,ARCOSA INC,Industrials,1,58.75,30.919999999999998,55.169999999999995,52.07000000000001,48.11
CPRT.OQ,COPART INC,Industrials,1,46.050000000000004,59.650000000000006,50.470000000000006,51.18000000000001,51.910000000000004
PBI.N,PITNEY BOWES INC,Industrials,1,36.65,58.989999999999995,77.49000000000001,68.58999999999999,54.67999999999999
RTX.N,RYTHN TCHNLG ORD,Industrials,3,46.78,51.89,29.26,35.28,44.190000000000005
PLUG.OQ,PLUG POWER INC,Industrials,2,36.77,34.68,45.11,42.29,38.129999999999995
PAE.OQ,PAE INCRPRTD ORD,Industrials,3,54.55,47.89,35.370000000000005,40.129999999999995,47.42
GNRC.N,GENERAC HLD,Industrials,1,52.56999999999999,61.7,46.72,49.85,54.300000000000004
WLDN.OQ,WILLDAN GROUP,Industrials,2,39.86,47.89,61.11,55.94,47.980000000000004
MRCY.OQ,MERCURY SYSTEMS,Industrials,3,47.58,43.29,40.510000000000005,41.99,44.31
AMOT.OQ,ALLIED MOTION,Industrials,3,52.349999999999994,47.89,33.040000000000006,38.16,45.96
MLI.N,MUELLER INDS,Industrials,1,65.10000000000001,47.89,46.43,49.45,54.410000000000004
CKH.N,SEACOR HOLDINGS,Industrials,1,54.190000000000005,47.89,40.78,43.86,48.63
IESC.OQ,IES HOLDINGS ORD,Industrials,1,55.589999999999996,47.89,73.61,67.05,57.4
AEGN.OQ,AEGION CORP,Industrials,3,51.080000000000005,40.089999999999996,35.46,38.5,43.33
EPAC.N,ENERPC TOOL GRUP,Industrials,3,44.330000000000005,45.75,29.64,34.260000000000005,41.15
THR.N,THERMON GRP HLD,Industrials,3,49.669999999999995,47.89,20.95,29.299999999999997,41.86
GHM.N,GRAHAM CORPORATI,Industrials,3,53.37,40.92,31.740000000000002,36.36,43.61
ESE.N,ESCO TECH,Industrials,3,49.230000000000004,40.45,42.809999999999995,43.419999999999995,44.55
EXPD.OQ,EXPEDITORS,Industrials,5,51.9,60.629999999999995,53.5,54.33,55.36
MIDD.OQ,THE MIDDLEBY,Industrials,3,51.24999999999999,45.56,42.85,44.519999999999996,47.160000000000004
KAMN.N,KAMAN CORPORATN,Industrials,3,51.03,45.629999999999995,31.680000000000003,36.68,44.3
HXL.N,HEXCEL CORP,Industrials,3,46.379999999999995,39.53,23.400000000000002,29.26,38.24
R.N,RYDER SYSTEM INC,Industrials,1,52.56999999999999,44.080000000000005,48.11,48.17,48.480000000000004
PLYM.N,PLYMTH INDST ORD,Real Estate,3,42.68,46.26,33.25,36.620000000000005,41.57
NTST.N,NETSTRIT CRP ORD,Real Estate,3,45.22,40.160000000000004,44.89,44.230000000000004,43.37
SUI.N,SUN COMMUNITIES,Real Estate,3,45.31,40.160000000000004,43.830000000000005,43.5,43.14
WRE.N,WASHINGTON REIT,Real Estate,3,52.6,35.78,33.550000000000004,36.74,41.949999999999996
OPI.OQ,OFFC PRPRTS INCM,Real Estate,3,68.86,32.99,31.540000000000003,37.35,46.98
CHCT.N,COMMUNITY HLTHCR,Real Estate,3,46.9,40.160000000000004,49.19,47.49,45.11
GEO.N,THE GEO GROUP,Real Estate,3,74.07000000000001,40.160000000000004,25.319999999999997,34.86,50.01
EPRT.N,ESNTL PRPTS RLTY,Real Estate,3,50.690000000000005,37.769999999999996,35.49,38.11,42.370000000000005
WPC.N,W P CAREY INC,Real Estate,3,54.17999999999999,47.410000000000004,38.22,41.99,47.82
CTT.N,CATCHMARK TIMBER,Real Estate,3,44.1,40.160000000000004,37.88,39.15,41.17
EXPI.OQ,EXP WORLD HO ORD,Real Estate,3,38.14,40.160000000000004,38.21,38.49,38.87
HR.N,HEALTHCARE REAL,Real Estate,3,46.379999999999995,40.239999999999995,41.870000000000005,42.3,43.1
COLD.N,AMRCLD RLTY TRST,Real Estate,3,46.25,47.89,45.660000000000004,46.089999999999996,46.68
AMH.N,AMERN HMS 4 RNT,Real Estate,3,48.699999999999996,39.800000000000004,51.839999999999996,49.559999999999995,46.37
SBRA.OQ,SABRA HC REIT,Real Estate,3,60.150000000000006,37.15,32.85,37.59,45.28
HIW.N,HIGHWOODS PROP,Real Estate,3,58.91,41.19,32.83,37.99,46.19
FOR.N,FORESTAR GROUP,Real Estate,3,59.550000000000004,38.23,35.94,39.83,46.19
WELL.N,WELLTOWER INC,Real Estate,3,48.03,44.519999999999996,33.18,37.11,43.09
RPT.N,RPT REALTY,Real Estate,3,61.07,30.97,24.64,31.05,41.43
MAC.N,MACERICH,Real Estate,3,49.980000000000004,40.160000000000004,25.779999999999998,31.569999999999997,40.489999999999995
SRC.N,SPIRIT RELTY CTL,Real Estate,3,52.300000000000004,36.86,33.57,36.870000000000005,42.21
COR.N,CORESITE REALTY,Real Estate,1,43.99,55.730000000000004,53.11,52.14,50.38
SLG.N,SL GREEN RLTY,Real Estate,3,61.85000000000001,33.19,25.83,32.34,42.82
AHH.N,ARMADA HFLR PR,Real Estate,3,49.980000000000004,40.160000000000004,29.7,34.31,41.47
OLP.N,ONE LIBERTY PROP,Real Estate,3,58.51,40.160000000000004,32.1,37.269999999999996,45.48
NMRK.OQ,NEWMARK GRUP INC,Real Estate,3,57.06,40.1,16.96,26.450000000000003,41.099999999999994
ESS.N,ESSEX PROP TR,Real Estate,3,48.63,41.78,39.24,41.03,43.89
VNO.N,VORNADO REALTY,Real Estate,3,52.07000000000001,39.97,22.15,29.310000000000002,40.36
CLPR.N,CLIPPER RLTY INC,Real Estate,3,42.91,40.160000000000004,28.910000000000004,32.690000000000005,38.45
STRS.OQ,STRATUS PROP,Real Estate,3,44.4,40.160000000000004,38.080000000000005,39.34,41.339999999999996
LTC.N,LTC PROPERTIES,Real Estate,3,54.89000000000001,40.160000000000004,39.910000000000004,42.199999999999996,45.989999999999995
HHC.N,THE HOWARD HUGHS,Real Estate,3,40.83,40.160000000000004,28.799999999999997,32.31,37.59
AMT.N,AMER TOWER CP,Real Estate,3,44.800000000000004,64.85,46.81,49.21,52.32
UMH.N,UMH PROPERTIES,Real Estate,3,43.96,40.160000000000004,44.83,44.0,42.85
BFS.N,SAUL CENTERS,Real Estate,3,54.800000000000004,40.160000000000004,27.96,33.82,42.970000000000006
IRT.N,INDPNDC RLTY TRT,Real Estate,3,48.870000000000005,41.010000000000005,43.9,44.21,44.879999999999995
HST.OQ,HST HTL&RSRT ORD,Real Estate,3,38.42,27.01,28.68,29.89,31.990000000000002
ADC.N,AGREE REALTY,Real Estate,3,48.32,40.160000000000004,44.66,44.54,44.55
CIO.N,CITY OFFICE REIT,Real Estate,3,58.199999999999996,34.5,28.95,34.17,42.59
RMR.OQ,RMR GROUP INC A,Real Estate,3,52.09,39.879999999999995,32.09,36.26,42.82
UBA.N,URSTADT BIDDLE A,Real Estate,3,57.379999999999995,40.160000000000004,27.3,33.739999999999995,43.830000000000005
EQC.N,EQUITY COMMONWEA,Real Estate,3,49.65,40.160000000000004,47.74,46.89,45.85
RPAI.N,PROPERTS OF AMER,Real Estate,3,53.68000000000001,33.01,27.99,32.59,40.02
RYN.N,RAYONIER,Real Estate,3,45.800000000000004,41.68,45.59,45.03,44.3
RESI.N^A21,,Real Estate,2,37.0,40.160000000000004,56.58,51.18000000000001,43.0
SAFE.N,SAFEHOLD INC,Real Estate,1,49.980000000000004,48.02,49.05,49.04,49.059999999999995
STAR.N,ISTAR INC,Real Estate,3,44.13,40.160000000000004,48.58,46.650000000000006,43.85
BRG.A,BLRK RSD GR REIT,Real Estate,1,49.980000000000004,40.160000000000004,44.34,44.56,45.129999999999995
VICI.N,VICI PROPERTIES,Real Estate,3,53.559999999999995,42.99,40.11,42.559999999999995,46.489999999999995
MLP.N,MAUI LD & PINEAP,Real Estate,2,34.050000000000004,40.160000000000004,44.73,42.44,38.86
QTS.N,QTS REALTY TR,Real Estate,3,44.31,46.949999999999996,52.55,50.470000000000006,47.29
ACC.N,AMER CMPS COMM,Real Estate,3,49.24,44.03,40.150000000000006,42.089999999999996,45.15
WSR.N,WHITESTONE REIT,Real Estate,3,59.019999999999996,35.099999999999994,24.94,31.580000000000002,42.13
CXP.N,COLUMBIA PRPT TR,Real Estate,3,59.13,34.67,26.56,32.66,42.43
PCH.OQ,POTLATCHDLTC CRP,Real Estate,3,58.79,40.160000000000004,48.02,48.449999999999996,49.58
PEAK.N,HEALTHPK PROPRTS,Real Estate,3,46.28,39.1,40.150000000000006,40.910000000000004,42.230000000000004
BRT.N,BRT APARTMENTS,Real Estate,3,41.99,40.160000000000004,37.5,38.57,40.22
PSA.N,PUBLIC STORG ORD,Real Estate,3,48.18,53.86,53.480000000000004,52.739999999999995,51.49
TRNO.N,TERENO RLTY CRP,Real Estate,3,46.68,40.160000000000004,47.47,46.25,44.6
FCPT.N,FOUR CRNRS PRPTY,Real Estate,3,51.53,45.46,42.21,44.09,47.07
MNR.N,MONMOUTH REAL,Real Estate,3,50.33,39.73,54.2,51.449999999999996,47.589999999999996
HTA.N,HEALTHCARE TRUST,Real Estate,3,48.8,39.97,43.730000000000004,43.93,44.440000000000005
KIM.N,KIMCO REALTY CP,Real Estate,3,49.980000000000004,36.730000000000004,33.94,36.76,41.33
BRX.N,BRIXMOR PROPERTY,Real Estate,3,53.71,37.56,32.56,36.480000000000004,42.77
FPI.N,FARMLAND PARTNER,Real Estate,1,55.510000000000005,40.160000000000004,74.51,66.51,54.89000000000001
OUT.N,OUTFRONT MEDIA,Real Estate,3,46.33,36.38,25.25,30.080000000000002,37.580000000000005
NHI.N,NATL HEALTH INV,Real Estate,3,57.32000000000001,40.160000000000004,37.059999999999995,40.56,46.25
HPP.N,HUDSON PACIFIC,Real Estate,3,53.61,37.16,28.24,33.379999999999995,41.510000000000005
PSB.N,PS BUSINESS,Real Estate,3,52.470000000000006,43.730000000000004,40.300000000000004,42.64,46.37
SVC.OQ,SERVICE PROPERTS,Real Estate,3,50.529999999999994,40.160000000000004,8.92,19.85,36.5
VER.N,VEREIT INC,Real Estate,3,58.050000000000004,38.269999999999996,33.46,37.87,44.98
LSI.N,LIFE STORAGE INC,Real Estate,3,48.61,40.160000000000004,55.50000000000001,52.16,47.370000000000005
APLE.N,APPLE HOSPITLTY,Real Estate,3,47.88,40.160000000000004,32.61,36.03,41.36
MAA.N,MID AM APT COMM,Real Estate,3,48.16,40.160000000000004,45.78,45.29,44.76
PDM.N,PIEDMNT OFF RLT,Real Estate,3,64.92,37.71,30.759999999999998,36.93,46.86
DEA.N,ESTRLY GOVT PRTS,Real Estate,3,49.41,40.160000000000004,43.94,44.190000000000005,44.800000000000004
VTR.N,VENTAS INC,Real Estate,3,52.64,36.71,34.13,37.29,42.44
RFL.N,RAFAEL HLDN CL B,Real Estate,2,34.98,40.160000000000004,60.129999999999995,53.36,43.08
IRM.N,IRON MOUNTAIN,Real Estate,3,50.019999999999996,40.160000000000004,49.09,47.89,46.339999999999996
AIRC.N,APRTM INC RT ORD,Real Estate,3,49.980000000000004,40.160000000000004,43.480000000000004,43.95,44.92
ROIC.OQ,RET OPPORTUR INV,Real Estate,3,53.12,35.03,31.669999999999998,35.39,41.43
FRPH.OQ,FRP HOLDINGS ORD,Real Estate,3,51.6,40.160000000000004,40.489999999999995,42.11,44.82
SPG.N,SIMON PROP GRP,Real Estate,3,48.26,40.160000000000004,28.46,33.18,40.47
GLPI.OQ,GAMING AND LEISU,Real Estate,3,53.010000000000005,39.12,40.949999999999996,42.49,45.14
NSA.N,NATIONAL STORAGE,Real Estate,3,48.58,43.25,51.349999999999994,49.72,47.410000000000004
CUBE.N,CUBESMART,Real Estate,3,47.99,46.31,54.81,52.51,49.11
UDR.N,UDR INC,Real Estate,3,42.52,37.96,39.7,39.86,40.22
RMAX.N,RE MAX HOLDING,Real Estate,1,69.42,63.01,37.39,46.04,59.17
IIPR.N,INNOVATIVE INDST,Real Estate,2,41.74,40.160000000000004,40.129999999999995,40.38,40.79
AKR.N,ACADIA REALTY,Real Estate,3,50.029999999999994,34.14,21.67,27.800000000000004,37.38
UE.N,URBAN EDGE PROP,Real Estate,3,54.06999999999999,34.03,28.59,33.23,40.69
CWK.N,CUSHMN & WAKEFLD,Real Estate,3,47.94,61.18,27.450000000000003,35.589999999999996,47.449999999999996
LAND.OQ,GLADSTN LND CORP,Real Estate,3,49.64,41.589999999999996,59.43000000000001,55.279999999999994,49.27
CONE.OQ,CYRUSONE INC,Real Estate,3,45.739999999999995,44.21,50.77,49.03,46.46
CLI.N,MACK CALI REALTY,Real Estate,3,51.66,33.26,24.42,29.830000000000002,38.41
WY.N,WEYERHAEUSER CO,Real Estate,3,53.75,43.02,38.58,41.52,46.2
KRG.N,KITE REALTY GROU,Real Estate,3,53.47,40.160000000000004,36.33,39.47,44.529999999999994
CCI.N,CROWN CASTLE,Real Estate,3,45.21,50.260000000000005,51.93,50.67,48.66
RHP.N,RYMAN HSPTY PROP,Real Estate,3,32.46,40.160000000000004,28.9,31.130000000000003,34.27
GMRE.N,GLBL MEDICL REIT,Real Estate,3,47.510000000000005,40.160000000000004,44.48,44.29,44.18
INDT.OQ,INDUS REALTY ORD,Real Estate,4,42.67,40.160000000000004,65.96,58.589999999999996,47.61
MPW.N,MEDICAL PRPS TR,Real Estate,3,53.800000000000004,46.050000000000004,47.9,48.51,49.61
AAT.N,AMERICAN ASSETS,Real Estate,3,53.910000000000004,41.199999999999996,24.84,31.66,42.19
DLR.N,DIGITAL REALTY,Real Estate,3,44.74,46.989999999999995,57.589999999999996,54.06999999999999,48.74
O.N,REALTY INCM CORP,Real Estate,3,49.32,41.760000000000005,37.830000000000005,40.14,43.8
JOE.N,THE ST JOE CO,Real Estate,3,42.1,40.160000000000004,38.21,39.09,40.45
ESRT.N,EMPIRE STATE RTY,Real Estate,3,52.52,39.489999999999995,29.87,34.71,42.29
SBAC.OQ,SBA COMMS CORP,Real Estate,1,40.29,58.10999999999999,49.65,49.51,48.86
REG.OQ,REGENCY CENTER,Real Estate,3,51.89,40.73,33.550000000000004,37.38,43.4
NXRT.N,NEXPT RESTL TRST,Real Estate,3,48.230000000000004,40.160000000000004,38.17,39.98,42.89
LAMR.OQ,LAMAR ADVERT ORD,Real Estate,3,48.67,55.230000000000004,36.370000000000005,41.04,47.89
INN.N,SUMMIT HOTEL PRO,Real Estate,3,39.4,40.160000000000004,19.81,25.8,34.77
KW.N,KENEDY-WILSN HLD,Real Estate,3,48.4,36.059999999999995,32.95,35.74,40.22
ELS.N,EQTY LFSTYLE PRP,Real Estate,3,45.190000000000005,49.32,41.089999999999996,42.93,45.61
FR.N,FIRST INDUSTRIAL,Real Estate,3,49.41,42.59,43.47,44.230000000000004,45.540000000000006
SKT.N,TANGER FACTORY,Real Estate,3,46.07,36.199999999999996,36.11,37.62,40.12
PLD.N,PROLOGIS,Real Estate,3,46.85,41.69,50.46000000000001,48.6,45.94
STAG.N,STAG INDUSTRL,Real Estate,3,50.96000000000001,37.81,42.26,42.9,44.18
BDN.N,BRANDYWINE RLTY,Real Estate,3,68.93,35.47,30.959999999999997,37.330000000000005,47.73
DOC.N,PHYSICNS RLTY TR,Real Estate,3,52.22,39.629999999999995,42.809999999999995,43.75,45.46
OFC.N,CORP OFFICE PROP,Real Estate,3,50.11,40.99,37.57,39.97,43.78
CPT.N,CAMDEN PROPERTY,Real Estate,3,47.78,41.75,42.63,43.269999999999996,44.379999999999995
CTO.N,CTO RLTY GRW ORD,Real Estate,3,51.12,40.160000000000004,43.71,44.29,45.43
UHT.N,UNIVERSAL HEALTH,Real Estate,3,46.92,40.160000000000004,24.0,29.86,38.83
CTRE.OQ,CARETRUST INC,Real Estate,3,53.04,43.830000000000005,45.64,46.48,47.97
STOR.N,STORE CAP CORP,Real Estate,3,51.970000000000006,40.02,36.22,39.15,43.85
XHR.N,XENIA HTLS RSRTS,Real Estate,3,31.95,27.150000000000002,26.479999999999997,27.400000000000002,28.9
ILPT.OQ,INDUSTRL LGSTCS,Real Estate,3,54.84,40.160000000000004,41.92,43.59,46.47
EQR.N,EQ RESIDENT,Real Estate,3,50.970000000000006,40.82,36.54,39.34,43.81
SNR.N,NEW SEN INVE GR,Real Estate,3,46.08,40.160000000000004,22.42,28.63,38.09
REXR.N,REXFORD INL RTY,Real Estate,3,46.73,40.160000000000004,47.58,46.339999999999996,44.64
ARE.N,ALEXANDRIA RE EQ,Real Estate,3,49.53,39.989999999999995,45.21,45.07,45.11
PEB.N,PEBLEBROOK HOTL,Real Estate,3,40.79,25.8,23.849999999999998,26.68,31.31
SITC.N,SITE CENTERS CRP,Real Estate,3,54.779999999999994,32.28,31.06,34.8,40.97
ALEX.N,ALXNDR&BLDW INC,Real Estate,3,52.669999999999995,40.160000000000004,30.09,34.99,42.65
EPR.N,EPR PROPERTIES,Real Estate,3,56.21000000000001,32.93,17.82,25.85,38.46
AVB.N,AVALONBAY COMM,Real Estate,3,48.79,40.88,35.199999999999996,38.09,42.63
BNL.N,BRDSTN NET LSE A,Real Estate,3,53.910000000000004,42.3,50.91,50.07,49.1
DRE.N,DUKE REALTY,Real Estate,3,46.239999999999995,42.51,53.03,50.43,46.63
CUZ.N,COUSINS PROP,Real Estate,3,59.79,37.79,33.97,38.42,45.64
EQIX.OQ,EQUINIX INC,Real Estate,3,43.43,47.21,57.330000000000005,53.73,48.230000000000004
EXR.N,EXTRA SPACE STRG,Real Estate,3,47.48,50.449999999999996,53.23,51.949999999999996,49.96
DRH.N,DIAMONDROCK HSP,Real Estate,3,41.730000000000004,30.72,25.83,28.95,33.900000000000006
RDFN.OQ,REDFIN CORPR ORD,Real Estate,2,37.0,40.160000000000004,40.71,40.07,39.03
GTY.N,GETTY REALTY,Real Estate,3,54.669999999999995,44.79,38.78,42.059999999999995,47.24
DEI.N,DOUGLAS EMMETT,Real Estate,3,49.120000000000005,38.550000000000004,29.330000000000002,33.68,40.47
FRT.N,FED RLTY INV TR,Real Estate,3,49.0,43.51,31.2,35.72,42.63
JBGS.N,JBG SMITH PROPER,Real Estate,1,48.64,26.43,34.589999999999996,35.47,37.35
CSR.N,CENTERSPACE ORD,Real Estate,3,53.5,40.160000000000004,40.660000000000004,42.51,45.62
KRC.N,KILROY REALTY,Real Estate,3,51.73,42.04,31.06,35.8,43.169999999999995
MMI.N,MARCUS & MILICHP,Real Estate,1,51.09,40.160000000000004,43.01,43.79,45.24
WRI.N,WEINGARTEN,Real Estate,3,53.97,36.26,29.82,34.410000000000004,41.74
NNN.N,NATIONAL RET PRP,Real Estate,3,49.980000000000004,43.13,35.69,38.95,44.01
INVH.N,INVITATION HOMES,Real Estate,3,48.13,41.67,43.11,43.65,44.62
GNL.N,GLOBAL NET LEASE,Real Estate,3,57.19,40.160000000000004,37.830000000000005,41.08,46.39
GOOD.OQ,GLADSTONE COMM,Real Estate,3,48.55,40.160000000000004,38.23,40.07,43.04
CBRE.N,CBRE GROUP INC,Real Estate,3,53.99,52.94,40.86,44.64,50.339999999999996
OHI.N,OMEGA HEALTHCRE,Real Estate,3,51.31,40.160000000000004,39.21,41.17,44.379999999999995
JLL.N,JONES LANG LASL,Real Estate,1,63.23,40.94,33.62,39.160000000000004,48.03
ALX.N,ALEXANDERS INC,Real Estate,3,49.13,40.160000000000004,38.92,40.64,43.44
BXP.N,BOSTON PPTY,Real Estate,3,53.97,41.38,26.490000000000002,32.84,42.69
LXP.N,LEXINGTON REALTY,Real Estate,3,54.49,46.12,46.06,47.339999999999996,49.46
EGP.N,EASTGRP PROP,Real Estate,3,49.24,40.160000000000004,44.379999999999995,44.47,44.85
MSCI.N,MSCI,Financials,1,52.64,64.42,63.65,62.11,59.519999999999996
COLB.OQ,COLUMBIA BANK,Financials,5,67.05,51.17,45.81,49.8,56.18
ATLO.OQ,AMES NATIONAL,Financials,5,69.5,53.25,37.95,44.98,55.93
CNNE.N,CANNAE HOLDINGS,Financials,5,40.46,53.25,43.96,44.83,45.81
BANF.OQ,BANCFIRST CORP,Financials,5,58.79,52.400000000000006,40.07,44.73,51.870000000000005
PNC.N,PNC FINL SVC,Financials,5,63.92,52.42,40.5,45.800000000000004,54.04
KRNY.OQ,KEARNY FINAN ORD,Financials,5,73.11999999999999,51.12,37.169999999999995,44.66,56.43
CLBK.OQ,COLUMBIA FNANCIL,Financials,5,58.63,53.1,42.39,46.43,52.64
FCAP.OQ,FIRST CAPITAL,Financials,5,64.05,53.25,37.78,44.04,53.7
KEY.N,KEYCORP NEW,Financials,5,62.96000000000001,51.49,36.5,42.72,52.33
UMBF.OQ,UMB FINL CO,Financials,5,63.23,51.78,47.25,50.33,55.230000000000004
PZN.N,PZENA INV MGT A,Financials,5,52.300000000000004,53.25,46.96,48.699999999999996,51.300000000000004
CINF.OQ,CINCINNATI FIN,Financials,5,71.41,52.739999999999995,38.15,45.33,56.56
ABR.N,ARBOR REALTY,Financials,5,51.449999999999996,54.74,39.82,43.8,49.69
PFC.OQ,PRM FNCL CRP ORD,Financials,5,68.27,51.18000000000001,37.46,44.14,54.58
RM.N,REGINL MGMT CORP,Financials,5,69.51,53.459999999999994,41.15,47.25,56.8
CHCO.OQ,CITY HOLDING,Financials,5,66.25,55.589999999999996,40.98,46.96,56.2
SIEB.OQ,SIEBERT FINL CP,Financials,1,42.07,53.25,42.52,44.07,46.1
STT.N,ST STREET CP,Financials,3,69.84,66.57,33.46,43.89,59.599999999999994
ALRS.OQ,ALERUS FINANCIAL,Financials,5,69.48,54.47,53.03,55.71,60.12
KNSL.OQ,KINSALE CAPITAL,Financials,4,42.870000000000005,59.27,72.46000000000001,66.03999999999999,56.010000000000005
JPM.N,JPMORGAN CHASE,Financials,1,67.52,44.57,41.33,45.739999999999995,52.94
HBMD.OQ,HOWARD BANCRP,Financials,1,64.36,50.849999999999994,34.47,41.410000000000004,52.16
IBKR.OQ,Intractiv Brkr A,Financials,4,43.57,55.42,62.78,58.8,52.52
ASB.N,ASSOCIATED BANC,Financials,5,89.25999999999999,50.21,36.67,46.589999999999996,62.44
CBU.N,COMMUNITY BK SYS,Financials,5,64.84,53.12,44.06,48.53,55.54
